1;0
2;1
3;1
4;1
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;1
13;0
14;1
15;0
16;0
17;0
18;1
19;1
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;1
28;1
29;0
30;0
31;0
32;0
33;1
34;1
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;1
47;0
48;0
49;1
50;0
51;0
52;0
53;1
54;1
55;1
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
65;0
66;0
67;0
68;0
69;1
70;0
71;0
72;0
73;0
74;0
75;0
76;0
77;0
78;1
79;1
80;0
81;0
82;0
83;0
84;0
85;0
86;0
87;0
88;0
89;0
90;0
91;0
92;0
93;1
94;1
95;0
96;0
97;0
98;1
99;0
100;0
101;0
102;0
103;0
104;1
105;0
106;0
107;0
108;0
109;0
110;0
111;0
112;0
113;1
114;0
115;0
116;0
117;0
118;0
119;0
120;0
121;0
122;0
123;0
124;0
125;0
126;1
127;0
128;0
129;0
130;1
131;0
132;0
133;1
134;0
135;0
136;1
137;0
138;0
139;0
140;0
141;1
142;0
143;0
144;0
145;0
146;1
147;0
148;0
149;0
150;0
151;0
152;1
153;1
154;0
155;0
156;0
157;1
158;0
159;0
160;1
161;1
162;1
163;1
164;1
165;0
166;0
167;1
168;0
169;0
170;0
171;1
172;1
173;1
174;0
175;1
176;1
177;0
178;1
179;1
180;0
181;0
182;0
183;0
184;0
185;1
186;0
187;0
188;0
189;0
190;0
191;1
192;1
193;0
194;1
195;0
196;1
197;1
198;0
199;0
200;0
201;0
202;1
203;1
204;0
205;0
206;0
207;0
208;0
209;0
210;0
211;0
212;0
213;1
214;1
215;1
216;1
217;1
218;0
219;0
220;1
221;1
222;1
223;0
224;1
225;0
226;0
227;0
228;0
229;0
230;0
231;0
232;0
233;1
234;0
235;0
236;0
237;0
238;0
239;0
240;1
241;1
242;0
243;0
244;1
245;0
246;0
247;0
248;0
249;0
250;1
251;0
252;0
253;0
254;0
255;0
256;0
257;0
258;0
259;1
260;1
261;0
262;0
263;1
264;1
265;1
266;1
267;0
268;0
269;0
270;0
271;1
272;0
273;0
274;0
275;0
276;0
277;0
278;1
279;0
280;0
281;0
282;1
283;0
284;0
285;0
286;0
287;0
288;0
289;0
290;1
291;1
292;0
293;0
294;0
295;0
296;0
297;0
298;0
299;0
300;0
301;0
302;0
303;0
304;0
305;0
306;0
307;0
308;0
309;1
310;1
311;0
312;0
313;1
314;0
315;0
316;0
317;1
318;1
319;0
320;0
321;0
322;1
323;1
324;1
325;1
326;0
327;0
328;0
329;0
330;0
331;1
332;0
333;0
334;0
335;1
336;1
337;0
338;0
339;1
340;1
341;0
342;0
343;0
344;0
345;1
346;1
347;0
348;1
349;1
350;0
351;0
352;0
353;0
354;1
355;1
356;1
357;1
358;0
359;0
360;0
361;0
362;1
363;1
364;0
365;0
366;0
367;0
368;0
369;0
370;1
371;0
372;0
373;0
374;0
375;0
376;0
377;0
378;0
379;1
380;1
381;0
382;0
383;1
384;0
385;0
386;1
387;1
388;0
389;0
390;0
391;0
392;0
393;0
394;1
395;0
396;1
397;0
398;1
399;0
400;1
401;0
402;0
403;0
404;0
405;1
406;0
407;0
408;0
409;1
410;0
411;0
412;1
413;0
414;0
415;0
416;1
417;1
418;0
419;0
420;1
421;1
